0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,4677,1940,4767,1345,1847,4767,1851,2344,1904,757,2505,1713,4677,4767,4,2260,1666
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,1940,586,1847,1851,2344,1904,757,2505,4677,3,886,2260,1666
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,1940,4767,1847,1345,4767,1851,2344,261,2505,4677,1713,4677,1784,350,886,226
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1940,1847,4767,1851,2344,1904,757,2505,4677,1784,4767,18,886,226
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1940,9,1847,465,2344,1904,2505,4677,1713,4677,1784,350,886,2260,1666
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,1940,1851,2344,1904,2505,1713,4767,9,12,6,4677,350,886,2260,109
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1940,4767,1345,1847,4767,1851,2344,1904,2505,4677,1713,4677,1784,350,886,2260,1666
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,4677,1345,586,1847,4767,1851,2344,261,2505,4677,1713,4677,350,886,2260,1666
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,68,4767,1851,2344,1904,2505,4677,1784,4767,1449,2260,396
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,9,4677,1940,586,133,4767,1851,2344,1904,757,48,4677,350,886,2260,1666
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4677,1940,586,1847,4767,1851,2344,1904,2505,4677,1784,4767,350,49,27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,4677,1940,1345,4767,1847,465,2344,1904,757,2505,4677,129,4677,1784,350,886,2260,1666
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1940,5,1851,2344,1904,2505,4677,129,4677,1784,350,886,2260,1666
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1940,4767,1345,4767,1847,4767,465,2344,1904,2505,4677,1713,4677,1784,350,886,2260,4677,1666
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,68,4767,1851,2344,1904,2505,4677,59,4677,4767,1449,2260,396
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,1847,1,4767,1851,39,2505,4677,4767,57,2505,4677,129,4677,1784,350,886,2260,1666
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4677,1940,586,1847,4767,465,2344,1904,757,2505,4677,1713,4677,4767,1449,2260,1666
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,1940,262,1851,2344,757,2505,1713,4677,1784,350,886,2260,1666
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1940,47,1847,262,1851,2344,1904,757,2505,4677,1713,4677,1784,350,886,2260,1666
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,262,4767,158,2344,1904,2505,4677,129,4677,1784,4767,3,22,886,2260,396
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1940,1847,262,1851,2344,1904,2505,1713,4677,1784,4767,2,2260,1666
