0,0,0,0,0,0,0,0,0,0,2472,1396,1278,1287,945,2441,2285,1985
0,0,0,0,0,0,0,0,0,0,2472,1022,1278,1287,945,2441,2285,1985
0,0,0,0,0,0,0,0,0,0,0,0,2472,1396,1136,2441,2285,1985
0,0,0,0,0,0,0,0,0,0,0,0,2472,1396,1136,2441,2285,1985
0,0,0,0,0,0,0,0,0,0,0,0,2472,1022,945,2441,2285,1985
0,0,0,0,0,0,0,0,0,0,0,2472,1396,1136,2441,899,2285,1985
0,0,0,0,0,0,0,0,0,0,2472,1396,1278,1287,945,2441,2285,1985
0,0,0,0,0,0,0,0,0,0,2472,1396,1278,1287,945,2441,2285,1985
0,0,0,0,0,0,0,0,0,2472,1022,1278,1287,410,405,2441,2285,1985
0,0,0,0,0,0,0,0,0,0,0,2472,1396,1136,299,2441,2285,1985
0,0,0,0,0,0,0,0,0,0,0,2472,1396,1278,1287,945,2441,2285
0,0,0,0,0,0,0,0,0,0,2472,1022,1278,1287,945,2441,2285,1985
0,0,0,0,0,0,0,0,0,0,0,0,2472,1396,1136,2441,2285,1985
0,0,0,0,0,0,0,0,0,0,2472,1396,1136,299,2441,899,2285,1985
0,0,0,0,0,0,0,0,2472,1396,1278,1287,945,501,2441,899,2285,1985
0,0,0,0,0,0,0,0,0,0,0,2472,1022,1136,2441,899,2285,1985
0,0,0,0,0,0,0,0,0,0,0,0,2472,1396,1136,2441,2285,1985
0,0,0,0,0,0,0,0,0,0,2472,1396,1278,1287,945,2441,2285,1985
0,0,0,0,0,0,0,2472,1396,1278,1287,945,501,295,2441,899,2285,54
0,0,0,0,0,0,0,0,0,0,2472,39,1136,299,2441,899,2285,1985
0,0,0,0,0,0,0,0,0,0,0,0,2472,1396,1136,2441,2285,1985
0,0,0,0,0,0,0,0,0,0,0,2472,1396,1278,1287,945,2441,2285
0,0,0,0,0,0,0,0,0,2472,1022,1278,1287,410,405,2441,2285,1985
0,0,0,0,0,0,0,0,0,2472,1022,1278,1287,410,405,2441,2285,1985
0,0,0,0,0,0,0,0,0,0,0,2472,1396,1136,2441,899,2285,1985
0,0,0,0,0,0,0,0,0,0,0,0,2472,1396,1136,2441,2285,1985
0,0,0,0,0,0,0,0,0,0,0,2472,1022,1136,299,2441,2285,1985
0,0,0,0,0,0,0,0,0,0,0,0,2472,1396,1136,2441,2285,1985
0,0,0,0,0,0,0,0,0,0,2472,1396,1136,299,2441,899,2285,1985
0,0,0,0,0,0,0,0,0,0,0,0,2472,1396,1136,2441,2285,1985
0,0,0,0,0,0,0,0,0,0,2472,1396,1278,1287,945,2441,2285,1985
0,0,0,0,0,0,0,0,0,2472,1022,1278,1287,410,405,2441,2285,1985
0,0,0,0,0,0,0,0,0,0,0,2472,1022,945,501,2441,107,1985
0,0,0,0,0,0,0,0,0,0,0,0,2472,1022,1136,2441,2285,1985
0,0,0,0,0,0,0,0,0,0,2472,1396,1278,1287,945,2441,2285,1985
0,0,0,0,0,0,0,0,0,0,0,0,2472,1396,945,2441,2285,1985
